ID,Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,Location
43713,CNG,Clean N' Green,5050 W Pershing Rd,,Cicero,IL,60804,,800-331-3441,E,,Public - Credit card at all times,24 hours daily; Also accepts Clean N' Green card,D M V FuelMan Voyager Wright_Exp,,Q,3600,,,,,,,200-9,41.821972,-87.749989,7/6/17,07/06/2017 12:25:14 PM +0000,P,,,4/15/12,,HD,,,"(41.821972, -87.749989)"
43846,ELEC,JNS,4440 W 95th Street,"CHRISTHOSPITAL2; Located in parking lot B 1st floor north sideCHRISTHOSPITAL1; Located in parking lot B 1st floor north side",Oak Lawn,IL,60453,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.720316,-87.732364,12/5/17,12/05/2017 04:53:01 AM +0000,,,,,,,,,"(41.720316, -87.732364)"
43888,LPG,AmeriGas,2801 E 175th St,,Lansing,IL,60438,,708-474-0555,E,,Public - Call ahead,7am-3:30pm M-F,A D M V Cash Checks,,,,,,,,,,200-8,41.5768296,-87.5472629,11/2/17,11/02/2017 12:31:50 PM +0000,P,,,,,,FALSE,,"(41.5768296, -87.5472629)"
43889,LPG,AmeriGas,522 S Vermont St,,Palatine,IL,60067,,847-359-6450,E,,Public,7am-3:30pm M-F,A D M V Cash Checks,,,,,,,,,,200-8,42.100655,-88.038235,11/2/17,11/02/2017 12:33:01 PM +0000,P,,,,,,TRUE,,"(42.100655, -88.038235)"
43890,LPG,AmeriGas,804 W Morthland Dr,,Valparaiso,IN,46385,,219-462-3187,E,,Public - Call ahead,8am-4:30pm M-F,A D M V Cash Checks,,,,,,,,,,200-8,41.4591543,-87.0635168,10/3/17,10/03/2017 11:28:48 AM +0000,P,,,,,,FALSE,,"(41.4591543, -87.0635168)"
44851,CNG,Kwik Trip #686,943 SE Frontage Rd,,Sturtevant,WI,53177,,262-886-5441,E,,Public,24 hours daily,Cash Checks A D M V Voyager Wright_Exp EFS,,Q,3600,,,,,,,200-8,42.7239572,-87.9521115,3/3/17,03/03/2017 01:49:35 PM +0000,P,,,5/21/12,,HD,,,"(42.7239572, -87.9521115)"
44854,E85,Thorntons #16,190 E Lake St,,Bloomingdale,IL,60108,,630-894-2546,E,,Public,24 hours daily,Cash A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.9570232,-88.0710923,4/6/17,04/06/2017 09:16:51 AM +0000,P,,,11/29/11,,,,TRUE,"(41.9570232, -88.0710923)"
44878,ELEC,Walsh Construction,307 S Sangamon,,Chicago,IL,60607,,,E,,Private,Employee use only,,,,,,1,,,,,GPS,41.87757111,-87.65041351,11/2/16,10/24/2017 11:55:18 AM +0000,P,,,3/15/12,,,,,"(41.87757111, -87.65041351)"
46151,CNG,DuPage County Department of Transportation,200 N County Farm Rd,,Wheaton,IL,60187,,,E,,Private - Government only,,,,Q,3600,,,,,,,200-8,41.8656231,-88.1437572,11/2/17,11/02/2017 12:28:44 PM +0000,LG,,,11/30/11,,LD,,,"(41.8656231, -88.1437572)"
46231,LPG,Forest Preserve District of DuPage County,881 W St Charles Rd,,Lombard,IL,60148,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.8892651,-88.0399395,11/2/17,11/02/2017 12:36:22 PM +0000,LG,,,,,,FALSE,,"(41.8892651, -88.0399395)"
46235,ELEC,ComEd,5190 Church St,,Skokie,IL,60077,,,E,,Private,ComEd fleet use only,,,,,,5,,,,,200-8,42.048674,-87.756383,3/7/16,11/28/2017 08:29:36 AM +0000,T,,,12/31/10,,,,,"(42.048674, -87.756383)"
46236,ELEC,ComEd,4401 W 135th St,,Crestwood,IL,60445,,,E,,Private,ComEd fleet use only,,,,,,6,,,,,200-8,41.6472792,-87.7283639,3/7/16,11/28/2017 08:03:35 AM +0000,T,,,12/31/10,,,,,"(41.6472792, -87.7283639)"
46237,ELEC,ComEd,1505 1st Ave,,Maywood,IL,60153,,,E,,Private,ComEd fleet use only,,,,,,6,,,,,200-8,41.874415,-87.8337901,3/7/16,11/28/2017 08:20:39 AM +0000,T,,,12/31/10,,,,,"(41.874415, -87.8337901)"
46797,ELEC,Arlington Nissan,1100 W Dundee Rd,,Arlington Heights,IL,60004,,847-590-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,42.1410399,-87.998327,8/2/17,08/02/2017 01:42:43 PM +0000,P,,,1/31/12,,,,,"(42.1410399, -87.998327)"
46798,ELEC,Arlington Nissan,1100 W Dundee Rd,,Arlington Heights,IL,60004,,847-590-6100,E,,Private,,,,,,,1,,,,,200-8,42.1410399,-87.998327,8/2/17,08/02/2017 01:42:43 PM +0000,P,,,1/31/12,,,,,"(42.1410399, -87.998327)"
46802,ELEC,Hove Buick-Nissan,1405 N Kinzie,,Bradley,IL,60915,,815-932-8600,E,,Private,,,,,,,1,,,,,GPS,41.154031,-87.851483,8/2/17,08/02/2017 02:08:54 PM +0000,P,,,1/31/12,,,,,"(41.154031, -87.851483)"
46806,ELEC,Mid City Nissan,4444 W Irving Park Rd,,Chicago,IL,60641,,773-282-6200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.953683,-87.7396481,8/2/17,08/02/2017 01:56:01 PM +0000,P,,,1/31/12,,,,,"(41.953683, -87.7396481)"
46807,ELEC,Mid City Nissan,4444 W Irving Park Rd,,Chicago,IL,60641,,773-282-6200,E,,Private,,,,,,,1,,,,,200-8,41.953683,-87.7396481,8/2/17,08/02/2017 01:56:01 PM +0000,P,,,1/31/12,,,,,"(41.953683, -87.7396481)"
46809,ELEC,Continental Nissan,5750 S La Grange Rd,,Countryside,IL,60525,,708-352-9200,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-9,41.78586,-87.8685,8/2/17,08/02/2017 02:05:13 PM +0000,P,,,1/31/12,,,,,"(41.78586, -87.8685)"
46810,ELEC,Continental Nissan,5750 S La Grange Rd,,Countryside,IL,60525,,708-352-9200,E,,Private,,,,,,,1,,,,,200-9,41.78586,-87.8685,8/2/17,08/02/2017 02:05:13 PM +0000,P,,,1/31/12,,,,,"(41.78586, -87.8685)"
46811,ELEC,Jim M'Lady Nissan,5656 Northwest Hwy,,Crystal Lake,IL,60014,,815-459-2288,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.227158,-88.306715,8/2/17,08/02/2017 01:42:41 PM +0000,P,,,1/31/12,,,,,"(42.227158, -88.306715)"
46812,ELEC,Jim M'Lady Nissan,5656 Northwest Hwy,,Crystal Lake,IL,60014,,815-459-2288,E,,Private,,,,,,,1,,,,,200-8,42.227158,-88.306715,8/2/17,08/02/2017 01:42:41 PM +0000,P,,,1/31/12,,,,,"(42.227158, -88.306715)"
46817,ELEC,Bill Kay's Downers Grove,1601 Ogden Ave,,Downers Grove,IL,60515,,630-969-3200,E,,Public - Call ahead,Dealership business hours,,,,,,2,,,,,200-8,41.8072299,-88.026058,8/2/17,08/02/2017 01:42:48 PM +0000,P,,,1/31/12,,,,,"(41.8072299, -88.026058)"
46818,ELEC,Bill Kay's Downers Grove,1601 Ogden Ave,,Downers Grove,IL,60515,,630-969-3200,E,,Private,,,,,,,1,,,,,200-8,41.8072299,-88.026058,8/2/17,08/02/2017 01:42:48 PM +0000,P,,,1/31/12,,,,,"(41.8072299, -88.026058)"
46819,ELEC,McGrath Nissan,945 E Chicago St,,Elgin,IL,60120,,847-888-2030,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.0337742,-88.2552647,8/2/17,08/02/2017 01:56:07 PM +0000,P,,,1/31/12,,,,,"(42.0337742, -88.2552647)"
46820,ELEC,McGrath Nissan,945 E Chicago St,,Elgin,IL,60120,,847-888-2030,E,,Private,,,,,,,1,,,,,200-8,42.0337742,-88.2552647,8/2/17,08/02/2017 01:56:07 PM +0000,P,,,1/31/12,,,,,"(42.0337742, -88.2552647)"
46821,ELEC,The Autobarn Nissan,1012 Chicago Ave,,Evanston,IL,60202,,847-475-8200,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,42.03616,-87.680149,8/2/17,08/02/2017 01:43:25 PM +0000,P,,,1/31/12,,,,,"(42.03616, -87.680149)"
46822,ELEC,The Autobarn Nissan,1012 Chicago Ave,,Evanston,IL,60202,,847-475-8200,E,,Private,,,,,,,1,,,,,200-8,42.03616,-87.680149,8/2/17,08/02/2017 01:43:25 PM +0000,P,,,1/31/12,,,,,"(42.03616, -87.680149)"
46825,ELEC,KANE COUNTY,100 S 3rd St,KANE COURTHOUSE; Located just behind courthouse just off James St.,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.8865229,-88.3092395,12/5/17,12/05/2017 04:23:33 AM +0000,,,,,,,,,"(41.8865229, -88.3092395)"
46826,ELEC,Glendale Nissan,484 North Ave,,Glendale Heights,IL,60139,,630-469-6100,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.90426,-88.068072,8/2/17,08/02/2017 01:56:06 PM +0000,P,,,1/31/12,,,,,"(41.90426, -88.068072)"
46827,ELEC,Glendale Nissan,484 North Ave,,Glendale Heights,IL,60139,,630-469-6100,E,,Private,,,,,,,1,,,,,200-8,41.90426,-88.068072,8/2/17,08/02/2017 01:56:06 PM +0000,P,,,1/31/12,,,,,"(41.90426, -88.068072)"
46832,ELEC,Gerald Nissan of North Aurora,213 Hansen Blvd,,North Aurora,IL,60542,,630-907-0800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,41.798316,-88.371461,8/2/17,08/02/2017 01:42:57 PM +0000,P,,,1/31/12,,,,,"(41.798316, -88.371461)"
46833,ELEC,Gerald Nissan of North Aurora,213 Hansen Blvd,,North Aurora,IL,60542,,630-907-0800,E,,Private,,,,,,,1,,,,,200-8,41.798316,-88.371461,8/2/17,08/02/2017 01:42:57 PM +0000,P,,,1/31/12,,,,,"(41.798316, -88.371461)"
46837,ELEC,Nissan of St Charles,2535 E Main St,,St. Charles,IL,60174,,630-584-3900,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.9206466,-88.2838918,8/2/17,08/02/2017 02:05:14 PM +0000,P,,,1/31/12,,,,,"(41.9206466, -88.2838918)"
46838,ELEC,Nissan of St Charles,2535 E Main St,,St. Charles,IL,60174,,630-584-3900,E,,Private,,,,,,,1,,,,,200-8,41.9206466,-88.2838918,8/2/17,08/02/2017 02:05:14 PM +0000,P,,,1/31/12,,,,,"(41.9206466, -88.2838918)"
46975,CNG,Groot Industries - Round Lake Park,40 Porter Dr,Route 120 and Porter Dr,Round Lake Park,IL,60073,,847-734-6400,E,,Private - Fleet customers only,8am-2pm M-F; call 847-734-6400 to set up an account,FuelMan,,Q,3600,,,,,,,200-8,42.3458645,-88.0814652,11/2/17,11/02/2017 12:27:40 PM +0000,P,,,6/1/12,,HD,,,"(42.3458645, -88.0814652)"
46977,CNG,Groot Industries - Elk Grove Village,2500 Landmeier Rd,,Elk Grove Village,IL,60007,,847-734-6400,E,,Private - Fleet customers only,8am-2pm M-F; call 847-734-6400 to set up an account,FuelMan,,Q,3600,,,,,,,200-8,42.0140807,-87.9447396,11/2/17,11/02/2017 12:27:39 PM +0000,P,,,6/1/12,,HD,,,"(42.0140807, -87.9447396)"
46990,ELEC,Illinois Institute of Technology,3201 S State St,Located in visitor lot A4. Northeast Corner of 32nd and State Street,Chicago,IL,60616,,312-567-8968,E,,Public,24 hours daily,,,,,,6,1,,,,GPS,41.83545303,-87.62598419,11/2/16,10/09/2017 10:07:00 AM +0000,P,,,3/16/12,,,,,"(41.83545303, -87.62598419)"
47133,ELEC,Martin Nissan,5240 Golf Rd,,Skokie,IL,60077,,847-965-3460,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,42.055619,-87.758474,8/2/17,08/02/2017 02:05:15 PM +0000,P,,,1/31/12,,,,,"(42.055619, -87.758474)"
47134,ELEC,Martin Nissan,5240 Golf Rd,,Skokie,IL,60077,,847-965-3460,E,,Private,,,,,,,1,,,,,200-8,42.055619,-87.758474,8/2/17,08/02/2017 02:05:15 PM +0000,P,,,1/31/12,,,,,"(42.055619, -87.758474)"
47135,ELEC,Nissan of South Holland,16269 Van Dam Rd,,South Holland,IL,60473,,708-333-2000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.5990634,-87.5827403,8/2/17,08/02/2017 01:42:39 PM +0000,P,,,1/31/12,,,,,"(41.5990634, -87.5827403)"
47136,ELEC,Nissan of South Holland,16269 Van Dam Rd,,South Holland,IL,60473,,708-333-2000,E,,Private,,,,,,,1,,,,,200-8,41.5990634,-87.5827403,8/2/17,08/02/2017 01:42:39 PM +0000,P,,,1/31/12,,,,,"(41.5990634, -87.5827403)"
47141,ELEC,Bob Rohrman Nissan,220 Verplank Rd,,Burns Harbor,IN,46304,,219-787-1777,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,41.6046676,-87.1121433,8/2/17,08/02/2017 02:01:20 PM +0000,P,,,1/31/12,,,,,"(41.6046676, -87.1121433)"
47142,ELEC,Bob Rohrman Nissan,220 Verplank Rd,,Burns Harbor,IN,46304,,219-787-1777,E,,Private,,,,,,,1,,,,,200-8,41.6046676,-87.1121433,8/2/17,08/02/2017 02:01:20 PM +0000,P,,,1/31/12,,,,,"(41.6046676, -87.1121433)"
47157,ELEC,Southlake Nissan,4201 E Lincoln Hwy,,Merrillville,IN,46410,,219-947-1600,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.4702629,-87.2845223,8/2/17,08/02/2017 02:02:17 PM +0000,P,,,1/31/12,,,,,"(41.4702629, -87.2845223)"
47158,ELEC,Southlake Nissan,4201 E Lincoln Hwy,,Merrillville,IN,46410,,219-947-1600,E,,Private,,,,,,,1,,,,,200-8,41.4702629,-87.2845223,8/2/17,08/02/2017 02:02:17 PM +0000,P,,,1/31/12,,,,,"(41.4702629, -87.2845223)"
47161,ELEC,Napleton Nissan,1301 Indianapolis Blvd,,Schererville,IN,46375,,219-865-3800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.4976735,-87.4709712,8/2/17,08/02/2017 01:43:10 PM +0000,P,,,1/31/12,,,,,"(41.4976735, -87.4709712)"
47162,ELEC,Napleton Nissan,1301 Indianapolis Blvd,,Schererville,IN,46375,,219-865-3800,E,,Private,,,,,,,1,,,,,200-8,41.4976735,-87.4709712,8/2/17,08/02/2017 01:43:10 PM +0000,P,,,1/31/12,,,,,"(41.4976735, -87.4709712)"
47195,ELEC,Woodfield Nissan,700 W Higgins Rd,,Hoffman Estates,IL,60169,,847-310-1900,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,GPS,42.050042,-88.099433,8/2/17,08/02/2017 02:06:21 PM +0000,P,,,1/31/12,,,,,"(42.050042, -88.099433)"
47196,ELEC,Woodfield Nissan,700 W Higgins Rd,,Hoffman Estates,IL,60169,,847-310-1900,E,,Private,,,,,,,1,,,,,GPS,42.050042,-88.099433,8/2/17,08/02/2017 02:06:21 PM +0000,P,,,1/31/12,,,,,"(42.050042, -88.099433)"
47197,ELEC,Thomas Nissan of Joilet,1421 N Larkin Ave,,Joliet,IL,60435,,815-741-5353,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.548442,-88.128364,8/2/17,08/02/2017 01:43:15 PM +0000,P,,,1/31/12,,,,,"(41.548442, -88.128364)"
47198,ELEC,Thomas Nissan of Joilet,1421 N Larkin Ave,,Joliet,IL,60435,,815-741-5353,E,,Private,,,,,,,1,,,,,200-8,41.548442,-88.128364,8/2/17,08/02/2017 01:43:15 PM +0000,P,,,1/31/12,,,,,"(41.548442, -88.128364)"
47199,ELEC,Liberty Nissan,920 S Milwaukee Ave,,Libertyville,IL,60048,,847-680-8000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,42.2934876,-87.9555043,8/2/17,08/02/2017 01:42:40 PM +0000,P,,,1/31/12,,,,,"(42.2934876, -87.9555043)"
47200,ELEC,Liberty Nissan,920 S Milwaukee Ave,,Libertyville,IL,60048,,847-680-8000,E,,Private,,,,,,,1,,,,,200-8,42.2934876,-87.9555043,8/2/17,08/02/2017 01:42:40 PM +0000,P,,,1/31/12,,,,,"(42.2934876, -87.9555043)"
47205,ELEC,Hawkinson Nissan,5513 Miller Circle Dr,,Matteson,IL,60443,,708-720-4800,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.50489,-87.748195,8/2/17,08/02/2017 01:43:07 PM +0000,P,,,1/31/12,,,,,"(41.50489, -87.748195)"
47206,ELEC,Hawkinson Nissan,5513 Miller Circle Dr,,Matteson,IL,60443,,708-720-4800,E,,Private,,,,,,,1,,,,,200-8,41.50489,-87.748195,8/2/17,08/02/2017 01:43:07 PM +0000,P,,,1/31/12,,,,,"(41.50489, -87.748195)"
47209,ELEC,Al Piemonte Nissan,1600 W North Ave,,Melrose Park,IL,60160,,708-343-3800,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,41.907032,-87.8540249,8/2/17,08/02/2017 02:05:17 PM +0000,P,,,1/31/12,,,,,"(41.907032, -87.8540249)"
47210,ELEC,Al Piemonte Nissan,1600 W North Ave,,Melrose Park,IL,60160,,708-343-3800,E,,Private,,,,,,,1,,,,,200-8,41.907032,-87.8540249,8/2/17,08/02/2017 02:05:17 PM +0000,P,,,1/31/12,,,,,"(41.907032, -87.8540249)"
47213,ELEC,Gerald Nissan,1575 W Ogden Ave,,Naperville,IL,60540,,630-355-3337,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,41.767022,-88.187728,8/2/17,08/02/2017 01:42:42 PM +0000,P,,,1/31/12,,,,,"(41.767022, -88.187728)"
47214,ELEC,Gerald Nissan,1575 W Ogden Ave,,Naperville,IL,60540,,630-355-3337,E,,Private,,,,,,,1,,,,,200-8,41.767022,-88.187728,8/2/17,08/02/2017 01:42:42 PM +0000,P,,,1/31/12,,,,,"(41.767022, -88.187728)"
47215,ELEC,Star Nissan,5757 W Touhy Ave,,Niles,IL,60714,,847-647-1555,E,,Public - Call ahead,Dealership business hours,,,,,,1,1,,,,200-8,42.011118,-87.771232,8/2/17,08/02/2017 01:42:50 PM +0000,P,,,1/31/12,,,,,"(42.011118, -87.771232)"
47216,ELEC,Star Nissan,5757 W Touhy Ave,,Niles,IL,60714,,847-647-1555,E,,Private,,,,,,,1,,,,,200-8,42.011118,-87.771232,8/2/17,08/02/2017 01:42:50 PM +0000,P,,,1/31/12,,,,,"(42.011118, -87.771232)"
47217,ELEC,Kelly Nissan,4300 W 95th St,,Oak Lawn,IL,60453,,708-499-1000,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.721327,-87.7281749,8/2/17,08/02/2017 01:56:00 PM +0000,P,,,1/31/12,,,,,"(41.721327, -87.7281749)"
47218,ELEC,Kelly Nissan,4300 W 95th St,,Oak Lawn,IL,60453,,708-499-1000,E,,Private,,,,,,,1,,,,,200-8,41.721327,-87.7281749,8/2/17,08/02/2017 01:56:00 PM +0000,P,,,1/31/12,,,,,"(41.721327, -87.7281749)"
47219,ELEC,Orland Park Nissan,8550 W 159th St,,Orland Park,IL,60462,,708-403-1300,E,,Public - Call ahead,Dealership business hours,,,,,,1,,,,,200-8,41.6018418,-87.8278174,8/2/17,08/02/2017 01:56:05 PM +0000,P,,,1/31/12,,,,,"(41.6018418, -87.8278174)"
47220,ELEC,Orland Park Nissan,8550 W 159th St,,Orland Park,IL,60462,,708-403-1300,E,,Private,,,,,,,1,,,,,200-8,41.6018418,-87.8278174,8/2/17,08/02/2017 01:56:05 PM +0000,P,,,1/31/12,,,,,"(41.6018418, -87.8278174)"
47263,BD,Village of Downers Grove,5101 Walnut Ave,Walnut Ave and Curtis St.,Downers Grove,IL,60515,,630-434-5460,E,,Private - Government only,,,B20,,,,,,,,,GPS,41.79347,-88.0517,11/2/17,11/02/2017 12:27:29 PM +0000,LG,,,1/1/01,,,,,"(41.79347, -88.0517)"
47264,BD,Argonne National Laboratory,9700 Cass Ave,At I-55 and Cass,Lemont,IL,60439,,,E,,Private,DOE fleet use only,,B20,,,,,,,,,GPS,41.714111,-87.964016,11/2/17,11/02/2017 12:35:17 PM +0000,FG,8,U.S. Department of Energy,5/15/12,,,,,"(41.714111, -87.964016)"
47275,CNG,Marathon Gas,1121 S Jefferson St,S Jefferson St & W Grenshaw St,Chicago,IL,60607,,312-374-1885,E,,Public - Credit card at all times,24 hours daily,A D M V Voyager Wright_Exp,,Q,3600,,,,,,,200-8,41.868181,-87.642233,11/2/17,11/02/2017 12:25:32 PM +0000,P,,,3/8/11,,MD,,,"(41.868181, -87.642233)"
47276,CNG,ampCNG - Fair Oaks Dairy,856 N 600 E,Division Rd and County Rd 1200,Fair Oaks,IN,47943,,312-300-6700,E,,Public - Credit card at all times,24 hours daily; call 866-809-4869 for Clean Energy card,M V CleanEnergy FuelMan Proprietor Voyager Wright_Exp,,Q,3600,,,,,,,200-8,41.0107897,-87.2776556,3/3/17,11/30/2017 09:47:43 AM +0000,P,,,9/6/11,,HD,,,"(41.0107897, -87.2776556)"
47455,ELEC,FRANKLIN PARK,3148 Rose St.,"METRA LOT 2; FREE PARKING FOR EVS! Station located in Metra lot.METRA LOT 1; FREE PARKING FOR EV DRIVERS! Station located in Metra Lot. ",Franklin Park,IL,60131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,41.936232,-87.865484,12/5/17,12/05/2017 04:37:55 AM +0000,,,,,,,,,"(41.936232, -87.865484)"
49023,ELEC,EARTH FRIENDLY,111 S Rohlwing Rd,STATION #1; -,Addison,IL,60101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.9250526,-88.0309753,12/5/17,12/05/2017 04:39:58 AM +0000,,,,,,,,,"(41.9250526, -88.0309753)"
47456,ELEC,FRANKLIN PARK,9500 Belmont Ave.,"VILLAGE HALL 2; Free Parking for EVs from the Village of Franklin ParkVILLAGE HALL 1; Free Parking for EV's from the Village of Franklin Park",Franklin Park,IL,60131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,200-8,41.936839,-87.863377,12/5/17,12/05/2017 04:37:56 AM +0000,,,,,,,,,"(41.936839, -87.863377)"
47465,E85,Forest Preserve District of DuPage County,881 W St Charles Rd,,Lombard,IL,60148,,,E,,Private - Government only,7am-3:30pm daily,,,,,,,,,,,200-8,41.8892651,-88.0399395,11/2/17,11/02/2017 12:36:22 PM +0000,LG,,,6/15/01,,,,FALSE,"(41.8892651, -88.0399395)"
47466,BD,Forest Preserve District of DuPage County,881 W St Charles Rd,,Lombard,IL,60148,,,E,,Private - Government only,7am-3:30pm daily,,"B20 in summer, B11 in winter",,,,,,,,,200-8,41.8892651,-88.0399395,11/2/17,11/02/2017 12:36:22 PM +0000,LG,,,6/15/01,,,,,"(41.8892651, -88.0399395)"
47887,ELEC,Kenosha County,761 Green Bay Rd,State Highway 31 and County Rd A,Bristol,WI,53144,,,E,,Private - Government only,,,,,,,1,,,,,200-8,42.6501178,-87.8762394,11/2/17,11/02/2017 12:32:56 PM +0000,LG,,,7/21/10,,,,,"(42.6501178, -87.8762394)"
47888,ELEC,Kenosha County,9521 304th Ave,County Highways F and W,Burlington,WI,53105,,,E,,Private - Government only,,,,,,,1,,,,,200-8,42.5355403,-88.1772527,11/2/17,11/02/2017 12:32:56 PM +0000,LG,,,7/21/10,,,,,"(42.5355403, -88.1772527)"
48056,ELEC,WHEELING,33-99 S Wheeling Rd,"METRA WEST LOT2; NW corner of Wheeling Rd. & Town St. Parking Stall #509 5111METRA WEST LOT1; NW corner of Wheeling Rd. and Town St.  Stalls #509 & 511",Wheeling,IL,60090,,888-758-4389,E,,Public,24 hours daily,,,,,2,2,,,ChargePoint Network,http://www.chargepoint.com/,200-9,42.138403,-87.930847,12/5/17,12/05/2017 04:39:16 AM +0000,,,,,,,,,"(42.138403, -87.930847)"
48391,ELEC,Kohl's Store #1267 Crete,23755 Volbrecht Rd,"Store Hours: - Mon-Thur: 9 am - 10 pm - Friday: 9 am - 11 pm - Saturday: 8 am - 10 pm - Sunday: 9 am - 9 pm -  - Holiday Hours may change.Store Hours: - Mon-Thur: 9 am - 10 pm - Friday: 9 am - 11 pm - Saturday: 8 am - 10 pm - Sunday: 9 am - 9 pm -  - Holiday Hours may change.",Crete,IL,60417,,888-998-2546,E,,Public,MON: 9:00am-10:00pm | TUE: 9:00am-10:00pm | WED: 9:00am-10:00pm | THU: 9:00am-10:00pm | FRI: 9:00am-11:00pm | SAT: 8:00am-11:00pm | SUN: 9:00am-9:00pm,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,41.459327,-87.574004,12/5/17,12/05/2017 02:16:40 AM +0000,,,,,,,,,"(41.459327, -87.574004)"
48392,ELEC,Kohl's Store #419 Lemont,13440 Archer Ave,"Store Hours: - Mon-Thur: 9 am - 10 pm - Friday: 9 am - 11 pm - Saturday: 8 am - 10 pm - Sunday: 9 am - 9 pm -  - Holiday Hours may change.Store Hours: - Mon-Thur: 9 am - 10 pm - Friday: 9 am - 11 pm - Saturday: 8 am - 10 pm - Sunday: 9 am - 9 pm -  - Holiday Hours may change.",Lemont,IL,60439,,888-998-2546,E,,Public,MON: 9:00am-10:00pm | TUE: 9:00am-10:00pm | WED: 9:00am-10:00pm | THU: 9:00am-10:00pm | FRI: 9:00am-11:00pm | SAT: 8:00am-11:00pm | SUN: 9:00am-9:00pm,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,41.643893,-88.003154,12/5/17,12/05/2017 02:16:36 AM +0000,,,,,,,,,"(41.643893, -88.003154)"
48393,ELEC,Kohl's Store #1300 Romeoville,261 Weber Rd,"Store Hours: - Mon-Thur: 9 am - 10 pm - Friday: 9 am - 11 pm - Saturday: 8 am - 10 pm - Sunday: 9 am - 9 pm -  - Holiday Hours may change.Store Hours: - Mon-Thur: 9 am - 10 pm - Friday: 9 am - 11 pm - Saturday: 8 am - 10 pm - Sunday: 9 am - 9 pm -  - Holiday Hours may change.",Romeoville,IL,60446,,888-998-2546,E,,Public,MON: 9:00am-10:00pm | TUE: 9:00am-10:00pm | WED: 9:00am-10:00pm | THU: 9:00am-10:00pm | FRI: 9:00am-11:00pm | SAT: 8:00am-11:00pm | SUN: 9:00am-9:00pm,,,,,,2,,,Blink Network,http://www.blinknetwork.com/,GPS,41.615878,-88.121148,12/5/17,12/05/2017 02:12:48 AM +0000,,,,,,,,,"(41.615878, -88.121148)"
48544,E85,Exxon Mobil,1699 Landmeier Rd,,Elk Grove Village,IL,60007,,847-258-4755,E,,Public,"5:30am-11:30pm M-F, 7am-11pm Sat, 9am-6pm Sun",A D M V Cash Voyager Wright_Exp,,,,,,,,,,200-8,42.0111424,-87.9603197,11/2/17,11/02/2017 12:24:46 PM +0000,P,,,8/15/11,,,,FALSE,"(42.0111424, -87.9603197)"
